X coordinate,-1.0,-0.75,-0.5,-0.25,0.0,0.25,0.5,0.75,1.0,-1.0,-0.75,-0.5,-0.25,0.0,0.25,0.5,0.75,1.0,-1.0,-0.75,-0.5,-0.25,0.0,0.25,0.5,0.75,1.0,-1.0,-0.75,-0.5,-0.25,0.0,0.25,0.5,0.75,1.0,-1.0,-0.75,-0.5,-0.25,0.0,0.25,0.5,0.75,1.0,-1.0,-0.75,-0.5,-0.25,0.0,0.25,0.5,0.75,1.0,-1.0,-0.75,-0.5,-0.25,0.0,0.25,0.5,0.75,1.0,-1.0,-0.75,-0.5,-0.25,0.0,0.25,0.5,0.75,1.0,-1.0,-0.75,-0.5,-0.25,0.0,0.25,0.5,0.75,1.0
Y coordinate,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Primary Variable,268.59871186368423,319.9540531251151,286.200772333672,318.720188371625,287.2895336631709,318.2462763353902,285.345528810469,318.8888482378114,267.5531130742486,320.396294807534,309.02228417392956,311.4114088513458,309.1269121302795,310.2123187861183,308.539370851449,310.34318488367444,307.68471547392153,319.0841280799797,288.4855979065098,312.6386491036103,307.80080272861807,311.73280841032346,308.4398678129312,310.92419306908016,306.30763982568465,310.7242414406613,286.558513657713,323.14886889568066,313.0078967792339,313.46044481284315,312.08272280367214,311.73548603295507,310.9448414603799,311.2721411328806,310.05560981266314,320.151278158404,304.33658444096966,315.5134005024919,313.1498291618133,313.5664888680083,312.3779364963136,312.00637121265794,310.1080006011641,310.8147959634698,298.9587885443568,320.0,316.5765495525193,315.9813029928594,314.74680509559175,313.82114718643135,312.7502655792819,311.92287159134435,310.2638077468375,309.43211676533804,320.0,318.7266881176639,317.0047601141085,316.1521928064285,314.7835159106665,313.6768976163826,312.383489153524,311.8044812496668,310.7784046533097,320.0,319.3200160904524,318.62199623235136,317.5409972794742,315.9823524588816,314.3526883864058,313.1875706126197,312.3927834108103,312.11278110899957,320.0,320.0,320.0,320.0,316.5286116698592,314.6511781685989,313.3839565934029,312.6763114644916,312.3258065788147
