X coordinate,-1.0,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0,-1.0,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0,-1.0,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0,-1.0,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0,-1.0,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0,-1.0,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0,-1.0,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0,-1.0,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0,-1.0,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0,-1.0,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0,-1.0,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0,-1.0,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0,-1.0,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0,-1.0,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0,-1.0,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0,-1.0,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0,-1.0,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0
Y coordinate,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.875,-0.875,-0.875,-0.875,-0.875,-0.875,-0.875,-0.875,-0.875,-0.875,-0.875,-0.875,-0.875,-0.875,-0.875,-0.875,-0.875,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Primary Variable,286.93358634860147,313.0268091985073,296.44210384875606,312.90762894138436,297.4705460361094,312.9824454707024,297.5395731132246,312.88186492806346,297.36483081532316,312.63252631576506,297.05231779875277,312.2795785956194,296.5864105823329,311.8864014422543,295.3386860626713,311.90178560810193,285.85170906973445,313.1214122921828,307.52807372193604,308.9722590407658,308.0843841981563,308.82380081667793,308.2134266764924,308.7821859907193,308.1024487633367,308.5798064104609,307.8300619450032,308.2494117221083,307.4444528463457,307.8550613036191,306.96442088787165,307.76034546033577,306.29177990359517,311.9322136415227,296.8331121250125,309.278441901433,307.0262489745881,309.39821346342524,308.0881805690514,309.47078785822794,308.1215057413263,309.3239453986208,307.8925014046782,309.01651212142764,307.51921043663214,308.5991339151402,306.9863891587795,308.11958476543396,305.6377085314319,307.858298850653,295.46508315586726,313.80472974517085,308.9229359302576,309.933835122649,309.6210661894835,309.7973481295639,309.69966496990105,309.6800611472559,309.5036777561264,309.3924384552318,309.1487153569608,308.98279027448626,308.68622758869475,308.5090635927465,308.1164328954327,308.28976499154305,307.2335058224653,312.17514825245394,299.1369011265132,310.4339170953696,309.4005801093281,310.5492054173975,310.36888202503627,310.4965522374834,310.2644621108101,310.21934344242004,309.9156485559218,309.8043643535887,309.4464087450575,309.30041501196797,308.8360637405131,308.7414763331945,307.40573489205894,308.36811215189454,297.13623288478703,315.6717708142553,310.89380037951474,311.78306869991405,311.4084280863838,311.4131908182105,311.2511924682436,311.0878240627094,310.8740854585698,310.64579724030375,310.3874440518166,310.124313985846,309.83187400753263,309.57455771798664,309.21016172037383,309.32060267003527,308.3105848618104,313.1591277848174,301.92403470974693,312.7968879877076,311.76499538107515,312.50309607441494,312.2373478831538,312.0989975378586,311.84133255028246,311.5938692457298,311.3060611925929,311.02606485089575,310.71200408932293,310.42124084922006,310.03656389601906,309.8210854635662,308.6936974881957,309.5006161224074,298.67095538132503,319.17422050638095,314.1518737540733,314.2694611958624,313.5864566518086,313.30344483775616,312.95713314185133,312.64190463751714,312.3176362794713,311.9927905562607,311.66270270388037,311.333597467385,310.9982501908096,310.69735968738973,310.3440678211148,310.4205282159066,309.8461291447692,314.8603592977239,310.8629219814938,316.12259751680585,314.77116542036623,314.7218676447679,314.1988275332977,313.82126201708957,313.4224342592546,313.0461679067542,312.6707944773334,312.3023263609981,311.9326848425942,311.5774543925551,311.18443208140894,310.8884908774059,310.0906379851299,310.36541222510346,304.62466692383543,320.0,317.32257124196946,316.57849834005356,315.7248183519577,315.1648903501685,314.65262656530655,314.19853239825943,313.7643646744024,313.3444775636523,312.93339879637995,312.53349580665093,312.1422704143188,311.7725884702385,311.3767878503836,311.060391785701,310.31162249186536,309.9194645632154,320.0,318.6915753271688,317.33167796685603,316.63530646350654,315.97637336374805,315.4434555920902,314.9426078636682,314.46831618148923,314.0041550871539,313.5519200484686,313.1127260427063,312.69642204198453,312.28924057472216,311.93195958526593,311.4866418552787,311.29765994360093,310.8378665984687,320.0,319.0061608653719,318.09939628894796,317.3502596670439,316.7360128953643,316.18363729882014,315.666468877045,315.1575754105147,314.6512411836392,314.1519410036428,313.67215075627934,313.22172199785,312.81218882986303,312.4410668657531,312.1354609262864,311.89778788699954,311.8090218981375,320.0,319.26908312265675,318.569370712862,317.9632370133315,317.40751369503704,316.89326775222185,316.3767255571665,315.845302949553,315.28636953321023,314.7299206639829,314.19474648573834,313.70619035578125,313.27262195787307,312.91155664899367,312.61770653971826,312.44167002513353,312.3535918655487,320.0,319.47581043608653,318.97092420556964,318.4976702757448,318.0488534034157,317.59689657932205,317.1101462107544,316.55174660047095,315.92542034269616,315.278549635653,314.669889663114,314.12773014223507,313.66800040854923,313.2958099714026,313.0190086764039,312.8451514300976,312.7859408605139,320.0,319.66005155496777,319.32605866526427,319.00404747421305,318.681234098994,318.3376813972445,317.89766467642164,317.35047037686314,316.55580524998385,315.7867872518546,315.06645818477557,314.46346632897496,313.9698544257369,313.58478764696804,313.30535552357026,313.13678167066587,313.0782043015457,320.0,319.8327001724932,319.6665428267431,319.5023868696957,319.3339217661141,319.1438648445718,318.8969227659383,318.2943055911755,317.2789024204635,316.19118519555093,315.3483846452891,314.6838632541519,314.1618354409686,313.76342989132877,313.48084347346634,313.31115606730754,313.2545584806341,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,317.65917189234364,316.35448393163944,315.45449210263706,314.7615700227199,314.22787708732574,313.8241744478841,313.53950724420326,313.3695895387355,313.3127495643049
